category,brand,model,search_text,raw_name,raw_keyword
cpu-cooler,AMD,AM5/AM4 (Brown),"cpu-cooler AMD AM5/AM4 (Brown) Noctua NH-D15 G2 LBC, Dual Tower CPU Cooler, Specialised Low Base Convexity Version for AMD AM5/AM4 (Brown)","Noctua NH-D15 G2 LBC, Dual Tower CPU Cooler, Specialised Low Base Convexity Version for AMD AM5/AM4 (Brown) ",CPU Cooler
cpu-cooler,COOLER MASTER,,cpu-cooler COOLER MASTER COOLER FOR HYPER 212 SPECTRUM V3 PROCESSOR - ARGB - 120MM - RR-S4NA-17PA-R1 - COOLER MASTER,COOLER FOR HYPER 212 SPECTRUM V3 PROCESSOR - ARGB - 120MM - RR-S4NA-17PA-R1 - COOLER MASTER ,CPU Cooler
cpu-cooler,Noctua,"NH-D12L, Low-Height Dual-Tower CPU Cooler (120mm, Brown)","cpu-cooler Noctua NH-D12L, Low-Height Dual-Tower CPU Cooler (120mm, Brown) Noctua NH-D12L, Low-Height Dual-Tower CPU Cooler (120mm, Brown)","Noctua NH-D12L, Low-Height Dual-Tower CPU Cooler (120mm, Brown) ",CPU Cooler
cpu-cooler,AMD,"AM4/AM5 Ryzen,AK-CC4022HP01","cpu-cooler AMD AM4/AM5 Ryzen,AK-CC4022HP01 Akasa SOHO H4 Plus, aRGB CPU Air Cooler, 120mm PWM Silent Fan with Copper Heatpipes, 185W TDP,Thermal Paste Included, Black,Supports Intel LGA 1851/20XX/1700/1200/115X;AMD AM4/AM5 Ryzen,AK-CC4022HP01","Akasa SOHO H4 Plus, aRGB CPU Air Cooler, 120mm PWM Silent Fan with Copper Heatpipes, 185W TDP,Thermal Paste Included, Black,Supports Intel LGA 1851/20XX/1700/1200/115X;AMD AM4/AM5 Ryzen,AK-CC4022HP01 ",CPU Cooler
cpu-cooler,AMD,LGA1700 Compatible,"cpu-cooler AMD LGA1700 Compatible SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know ALSEYE M240 Plus CPU Liquid Cooler, Temperature Displayed ARGB AIO CPU Water Cooler with 240mm Radiator & Dual 120mm ARGB PWM Fans, Support Intel AMD, LGA1700 Compatible","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  ALSEYE M240 Plus CPU Liquid Cooler, Temperature Displayed ARGB AIO CPU Water Cooler with 240mm Radiator & Dual 120mm ARGB PWM Fans, Support Intel AMD, LGA1700 Compatible ",CPU Cooler
cpu-cooler,MSI,"MPG CORELIQUID P13 360 White - AIO ARGB CPU Liquid Cooler - 360mm Radiator - LGA 1851 / AM5 Ready - IPS 2.1"" LCD Screen - Triple 120mm ARGB PWM Fans - Uni Bracket - White","cpu-cooler MSI MPG CORELIQUID P13 360 White - AIO ARGB CPU Liquid Cooler - 360mm Radiator - LGA 1851 / AM5 Ready - IPS 2.1"" LCD Screen - Triple 120mm ARGB PWM Fans - Uni Bracket - White MSI MPG CORELIQUID P13 360 White - AIO ARGB CPU Liquid Cooler - 360mm Radiator - LGA 1851 / AM5 Ready - IPS 2.1"" LCD Screen - Triple 120mm ARGB PWM Fans - Uni Bracket - White","MSI MPG CORELIQUID P13 360 White - AIO ARGB CPU Liquid Cooler - 360mm Radiator - LGA 1851 / AM5 Ready - IPS 2.1"" LCD Screen - Triple 120mm ARGB PWM Fans - Uni Bracket - White ",CPU Cooler
cpu-cooler,Noctua,"NH-L12S, Premium Low Profile CPU Cooler with Quiet 120mm PWM Fan (Brown)","cpu-cooler Noctua NH-L12S, Premium Low Profile CPU Cooler with Quiet 120mm PWM Fan (Brown) Noctua NH-L12S, Premium Low Profile CPU Cooler with Quiet 120mm PWM Fan (Brown)","Noctua NH-L12S, Premium Low Profile CPU Cooler with Quiet 120mm PWM Fan (Brown) ",CPU Cooler
cpu-cooler,AMD,AM5 Compatible,"cpu-cooler AMD AM5 Compatible GIGABYTE GAMING 240 Liquid CPU Cooler- 2x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible","GIGABYTE GAMING 240 Liquid CPU Cooler- 2x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible ",CPU Cooler
cpu-cooler,AMD,"® AM5, AM4 - Black","cpu-cooler AMD ® AM5, AM4 - Black SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know NZXT Kraken Elite 360 - AIO CPU Liquid Cooler - 360mm Radiator - 3 x F120P Fans - Customizable 2.72"" IPS LCD Turbine Pump - Intel® LGA 1700, 1200/115X, 1851 - AMD® AM5, AM4 - Black","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  NZXT Kraken Elite 360 - AIO CPU Liquid Cooler - 360mm Radiator - 3 x F120P Fans - Customizable 2.72"" IPS LCD Turbine Pump - Intel® LGA 1700, 1200/115X, 1851 - AMD® AM5, AM4 - Black ",CPU Cooler
cpu-cooler,Cooler Master,"MasterLiquid 120L Core 120mm Close-Loop AIO Liquid Cooler, White LED Pump, Gen S Coldplate Pump, 120mm PWM, CryoFuze 14W/mK, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (MLW-D12M-A17PK-R1)","cpu-cooler Cooler Master MasterLiquid 120L Core 120mm Close-Loop AIO Liquid Cooler, White LED Pump, Gen S Coldplate Pump, 120mm PWM, CryoFuze 14W/mK, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (MLW-D12M-A17PK-R1) Cooler Master MasterLiquid 120L Core 120mm Close-Loop AIO Liquid Cooler, White LED Pump, Gen S Coldplate Pump, 120mm PWM, CryoFuze 14W/mK, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (MLW-D12M-A17PK-R1)","Cooler Master MasterLiquid 120L Core 120mm Close-Loop AIO Liquid Cooler, White LED Pump, Gen S Coldplate Pump, 120mm PWM, CryoFuze 14W/mK, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (MLW-D12M-A17PK-R1) ",CPU Cooler
cpu-cooler,AMD,AM5 Compatible,"cpu-cooler AMD AM5 Compatible GIGABYTE GAMING 360 ICE Liquid CPU Cooler- 3x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible","GIGABYTE GAMING 360 ICE Liquid CPU Cooler- 3x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible ",CPU Cooler
cpu-cooler,Cooler Master,"MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm","cpu-cooler Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm","Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm ",CPU Cooler
cpu-cooler,AMD,"® AM5, AM4 - Black","cpu-cooler AMD ® AM5, AM4 - Black NZXT Kraken Elite 360 - AIO CPU Liquid Cooler - 360mm Radiator - 3 x F120P Fans - Customizable 2.72"" IPS LCD Turbine Pump - Intel® LGA 1700, 1200/115X, 1851 - AMD® AM5, AM4 - Black","NZXT Kraken Elite 360 - AIO CPU Liquid Cooler - 360mm Radiator - 3 x F120P Fans - Customizable 2.72"" IPS LCD Turbine Pump - Intel® LGA 1700, 1200/115X, 1851 - AMD® AM5, AM4 - Black ",CPU Cooler
cpu-cooler,AMD,AM5/ AM4 | Black,"cpu-cooler AMD AM5/ AM4 | Black ASUS TUF Gaming LC II - 360mm AIO - CPU Liquid Cooler with Aura Sync RGB, Three PWM 120mm Fans, Decoupled Quiet Pump, Sleeved 400mm Tubing, For Intel LGA 1700/ 1200/ 115x, AMD AM5/ AM4 | Black","ASUS TUF Gaming LC II - 360mm AIO - CPU Liquid Cooler with Aura Sync RGB, Three PWM 120mm Fans, Decoupled Quiet Pump, Sleeved 400mm Tubing, For Intel LGA 1700/ 1200/ 115x, AMD AM5/ AM4 | Black ",CPU Cooler
cpu-cooler,Asus,"ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block","cpu-cooler Asus ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block Asus ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block","Asus ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block ",CPU Cooler
cpu-cooler,Noctua,"NH-D15S chromax.black, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan (Black)","cpu-cooler Noctua NH-D15S chromax.black, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan (Black) Noctua NH-D15S chromax.black, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan (Black)","Noctua NH-D15S chromax.black, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan (Black) ",CPU Cooler
cpu-cooler,Intel,"LGA1700/1851/1150/1151/1200, PC Cooler-Black ARGB","cpu-cooler Intel LGA1700/1851/1150/1151/1200, PC Cooler-Black ARGB Thermalright Peerless Assassin 120 Digital ARGB Black CPU Air Cooler, Digital Screen Top Cover,6 Heatpipes Computer CPU Cooler, for AM4/AM5,Intel LGA1700/1851/1150/1151/1200, PC Cooler-Black ARGB","Thermalright Peerless Assassin 120 Digital ARGB Black CPU Air Cooler, Digital Screen Top Cover,6 Heatpipes Computer CPU Cooler, for AM4/AM5,Intel LGA1700/1851/1150/1151/1200, PC Cooler-Black ARGB ",CPU Cooler
cpu-cooler,AMD,"Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans","cpu-cooler AMD Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans ASUS ROG RYUYJIN III 360 ARGB Extreme All-in-one AIO CPU Liquid Cooler, AMD Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans","ASUS ROG RYUYJIN III 360 ARGB Extreme All-in-one AIO CPU Liquid Cooler, AMD Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans ",CPU Cooler
cpu-cooler,AMD,"AM5 Compatible, 6 Year Warranty","cpu-cooler AMD AM5 Compatible, 6 Year Warranty GIGABYTE AORUS WATERFORCE X II 360 ICE AIO Liquid CPU Cooler- 3x120mm ARGB Fans, full-color LCD, MAGNETIC interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible, 6 Year Warranty","GIGABYTE AORUS WATERFORCE X II 360 ICE AIO Liquid CPU Cooler- 3x120mm ARGB Fans, full-color LCD, MAGNETIC interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible, 6 Year Warranty ",CPU Cooler
cpu-cooler,,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know dracaena.io 480mm - 28mm/1.1 inch Thick Computer Radiator, 14 Tubes Copper Water Cooling Cooler for CPU Heat Sink - Liquid Heat Exchanger Dual G1/4 Thread, White","cpu-cooler SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know dracaena.io 480mm - 28mm/1.1 inch Thick Computer Radiator, 14 Tubes Copper Water Cooling Cooler for CPU Heat Sink - Liquid Heat Exchanger Dual G1/4 Thread, White SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know dracaena.io 480mm - 28mm/1.1 inch Thick Computer Radiator, 14 Tubes Copper Water Cooling Cooler for CPU Heat Sink - Liquid Heat Exchanger Dual G1/4 Thread, White","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  dracaena.io 480mm - 28mm/1.1 inch Thick Computer Radiator, 14 Tubes Copper Water Cooling Cooler for CPU Heat Sink - Liquid Heat Exchanger Dual G1/4 Thread, White ",CPU Cooler
cpu-cooler,AMD,AM5 Compatible,"cpu-cooler AMD AM5 Compatible SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know GIGABYTE GAMING 360 ICE Liquid CPU Cooler- 3x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  GIGABYTE GAMING 360 ICE Liquid CPU Cooler- 3x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible ",CPU Cooler
cpu-cooler,AMD,"Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans","cpu-cooler AMD Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans ASUS ROG RYUYJIN III 360 ARGB Extreme All-in-one AIO CPU Liquid Cooler, AMD Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans","ASUS ROG RYUYJIN III 360 ARGB Extreme All-in-one AIO CPU Liquid Cooler, AMD Ryzen 9000 & Intel Core Ultra Ready, Asetek Gen8 V2 Pump; high Airflow & Static Pressure Magnetic Fans ",CPU Cooler
cpu-cooler,,CPU Cooler Fan Cooling 1366 2011 1155 4-Pin Wire Temperature Control and Speed Control Radiator for X58 X79,cpu-cooler CPU Cooler Fan Cooling 1366 2011 1155 4-Pin Wire Temperature Control and Speed Control Radiator for X58 X79 CPU Cooler Fan Cooling 1366 2011 1155 4-Pin Wire Temperature Control and Speed Control Radiator for X58 X79,CPU Cooler Fan Cooling 1366 2011 1155 4-Pin Wire Temperature Control and Speed Control Radiator for X58 X79 ,CPU Cooler
cpu-cooler,AMD,AM4 (Brown),"cpu-cooler AMD AM4 (Brown) Noctua NH-L9a-AM4, Premium Low-profile CPU Cooler for AMD AM4 (Brown)","Noctua NH-L9a-AM4, Premium Low-profile CPU Cooler for AMD AM4 (Brown) ",CPU Cooler
cpu-cooler,Asus,"ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block","cpu-cooler Asus ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block Asus ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block","Asus ROG STRIX LC III 360 ARGB LCD Liquid CPU Cooler, 360mm, 7th Gen v2 Asetek Pump, ARGB Fans, Customisable LCD Display, Rotatable Water Block ",CPU Cooler
cpu-cooler,Noctua,"NH-D15, Premium CPU Cooler with 2x NF-A15 PWM 140mm Fans (Brown)","cpu-cooler Noctua NH-D15, Premium CPU Cooler with 2x NF-A15 PWM 140mm Fans (Brown) SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Noctua NH-D15, Premium CPU Cooler with 2x NF-A15 PWM 140mm Fans (Brown)","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  Noctua NH-D15, Premium CPU Cooler with 2x NF-A15 PWM 140mm Fans (Brown) ",CPU Cooler
cpu-cooler,Noctua,"NH-U14S, Premium CPU Cooler with NF-A15 140mm Fan (Brown)","cpu-cooler Noctua NH-U14S, Premium CPU Cooler with NF-A15 140mm Fan (Brown) SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Noctua NH-U14S, Premium CPU Cooler with NF-A15 140mm Fan (Brown)","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  Noctua NH-U14S, Premium CPU Cooler with NF-A15 140mm Fan (Brown) ",CPU Cooler
cpu-cooler,Intel,LGA1700 and LGA1851 (Brown),"cpu-cooler Intel LGA1700 and LGA1851 (Brown) Noctua NH-L9i-17xx, Premium Low-Profile CPU Cooler for Intel LGA1700 and LGA1851 (Brown)","Noctua NH-L9i-17xx, Premium Low-Profile CPU Cooler for Intel LGA1700 and LGA1851 (Brown) ",CPU Cooler
cpu-cooler,AMD,"AM5 Compatible, 6 Year Warranty","cpu-cooler AMD AM5 Compatible, 6 Year Warranty GIGABYTE AORUS WATERFORCE X II 360 ICE AIO Liquid CPU Cooler- 3x120mm ARGB Fans, full-color LCD, MAGNETIC interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible, 6 Year Warranty","GIGABYTE AORUS WATERFORCE X II 360 ICE AIO Liquid CPU Cooler- 3x120mm ARGB Fans, full-color LCD, MAGNETIC interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible, 6 Year Warranty ",CPU Cooler
cpu-cooler,be quiet,"! Shadow Rock Slim 2, CPU cooler, 160W TDP, 135mm Fan, Heatpipe Direct Touch (HDT) technology, 4x 6mm heatpipes, slim design, BK032","cpu-cooler be quiet ! Shadow Rock Slim 2, CPU cooler, 160W TDP, 135mm Fan, Heatpipe Direct Touch (HDT) technology, 4x 6mm heatpipes, slim design, BK032 be quiet! Shadow Rock Slim 2, CPU cooler, 160W TDP, 135mm Fan, Heatpipe Direct Touch (HDT) technology, 4x 6mm heatpipes, slim design, BK032","be quiet! Shadow Rock Slim 2, CPU cooler, 160W TDP, 135mm Fan, Heatpipe Direct Touch (HDT) technology, 4x 6mm heatpipes, slim design, BK032 ",CPU Cooler
cpu-cooler,Cooler Master,"MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm","cpu-cooler Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm ",CPU Cooler
cpu-cooler,,"TZMRIT TK1 Coloured Light Aio Water Cooling CPU Cooler 800-1800RPM PWM Fan for LGA115X/1200/1700/1366/2011/2066, for FM2/FM2+/AM3+/AM4/AM5 (360BK)","cpu-cooler TZMRIT TK1 Coloured Light Aio Water Cooling CPU Cooler 800-1800RPM PWM Fan for LGA115X/1200/1700/1366/2011/2066, for FM2/FM2+/AM3+/AM4/AM5 (360BK) TZMRIT TK1 Coloured Light Aio Water Cooling CPU Cooler 800-1800RPM PWM Fan for LGA115X/1200/1700/1366/2011/2066, for FM2/FM2+/AM3+/AM4/AM5 (360BK)","TZMRIT TK1 Coloured Light Aio Water Cooling CPU Cooler 800-1800RPM PWM Fan for LGA115X/1200/1700/1366/2011/2066, for FM2/FM2+/AM3+/AM4/AM5 (360BK) ",CPU Cooler
cpu-cooler,AMD,AM5/AM4(No-detach Fan Installation),"cpu-cooler AMD AM5/AM4(No-detach Fan Installation) upHere gaming up1T4 White CPU Air Cooler, 4×Ф6mm Heatpipes CPU Cooler, PWM 120mm Fan Computer Cooling, TDP 230W, Intel LGA 1851/1700/2011/2066(X79/X99), AMD AM5/AM4(No-detach Fan Installation)","upHere gaming up1T4 White CPU Air Cooler, 4×Ф6mm Heatpipes CPU Cooler, PWM 120mm Fan Computer Cooling, TDP 230W, Intel LGA 1851/1700/2011/2066(X79/X99), AMD AM5/AM4(No-detach Fan Installation) ",CPU Cooler
cpu-cooler,AMD,AM5/AM4,"cpu-cooler AMD AM5/AM4 upHere gaming up2T6 White CPU Air Cooler, Dual-Tower 6×Ф6mm Heatpipes CPU Cooler, PWM 120mm Fan PC Cooler, TDP 265W, Intel LGA 1851/1700/2011/2066(X79/X99), AMD AM5/AM4","upHere gaming up2T6 White CPU Air Cooler, Dual-Tower 6×Ф6mm Heatpipes CPU Cooler, PWM 120mm Fan PC Cooler, TDP 265W, Intel LGA 1851/1700/2011/2066(X79/X99), AMD AM5/AM4 ",CPU Cooler
cpu-cooler,AMD,AM5 Compatible,"cpu-cooler AMD AM5 Compatible GIGABYTE GAMING 360 ICE Liquid CPU Cooler- 3x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible","GIGABYTE GAMING 360 ICE Liquid CPU Cooler- 3x120mm ARGB Fans, slide-in interlocking mechanism, DAISY-CHAIN, Intel LGA 1851 and AMD AM5 Compatible ",CPU Cooler
cpu-cooler,Cooler Master,"MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm","cpu-cooler Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm","Cooler Master MasterFan MF120 Halo2 ARGB: Case & Cooling Fan, Dual Ring Addressable RGB Lighting, Rifle Bearing, Enlarged Air Balance Blades with Jam Sensor Protection & Upgraded Driver IC - 120mm ",CPU Cooler
cpu-cooler,Noctua,"NH-U12A, Premium CPU Cooler with High-Performance Quiet NF-A12x25 PWM Fans (120mm, Brown)","cpu-cooler Noctua NH-U12A, Premium CPU Cooler with High-Performance Quiet NF-A12x25 PWM Fans (120mm, Brown) Noctua NH-U12A, Premium CPU Cooler with High-Performance Quiet NF-A12x25 PWM Fans (120mm, Brown)","Noctua NH-U12A, Premium CPU Cooler with High-Performance Quiet NF-A12x25 PWM Fans (120mm, Brown) ",CPU Cooler
cpu-cooler,AMD,AM4 (Black),"cpu-cooler AMD AM4 (Black) Noctua NH-L9a-AM4 chromax.black, Low-Profile CPU Cooler for AMD AM4 (Black)","Noctua NH-L9a-AM4 chromax.black, Low-Profile CPU Cooler for AMD AM4 (Black) ",CPU Cooler
cpu-cooler,Corsair,"iCUE ELITE CPU Cooler LCD Display Upgrade Kit (Custom IPS LCD Screen, 24-Bit Colour Depth, 16.7 Million Colours, 24 RGB LED Ring, CORSAIR iCUE Software Compatible) Black","cpu-cooler Corsair iCUE ELITE CPU Cooler LCD Display Upgrade Kit (Custom IPS LCD Screen, 24-Bit Colour Depth, 16.7 Million Colours, 24 RGB LED Ring, CORSAIR iCUE Software Compatible) Black Corsair iCUE ELITE CPU Cooler LCD Display Upgrade Kit (Custom IPS LCD Screen, 24-Bit Colour Depth, 16.7 Million Colours, 24 RGB LED Ring, CORSAIR iCUE Software Compatible) Black","Corsair iCUE ELITE CPU Cooler LCD Display Upgrade Kit (Custom IPS LCD Screen, 24-Bit Colour Depth, 16.7 Million Colours, 24 RGB LED Ring, CORSAIR iCUE Software Compatible) Black ",CPU Cooler
cpu-cooler,AMD,AM4/AM5,"cpu-cooler AMD AM4/AM5 SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know ALSEYE M120D Plus CPU Cooler, CPU Air Cooler with Temperature Display comes with Dual ARGB PWM 120mm Fans, supports Intel LGA 1700/1200 /115X /2011/2066 /1366 and AMD AM4/AM5","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Let us know  ALSEYE M120D Plus CPU Cooler, CPU Air Cooler with Temperature Display comes with Dual ARGB PWM 120mm Fans, supports Intel LGA 1700/1200 /115X /2011/2066 /1366 and AMD AM4/AM5 ",CPU Cooler
cpu-cooler,AMD,Support (White),"cpu-cooler AMD Support (White) MONTECH LightFlow ARGB 360 CPU Liquid Cooler, 360mm AIO with Infinity Mirror Design, 3100RPM Pump, 3x120mm ARGB Fans, Intel & AMD Support (White)","MONTECH LightFlow ARGB 360 CPU Liquid Cooler, 360mm AIO with Infinity Mirror Design, 3100RPM Pump, 3x120mm ARGB Fans, Intel & AMD Support (White) ",CPU Cooler
cpu-cooler,Intel,"Mini-ITX cooler | TDP 35W | 26mm Low Profile CPU Cooler | 75mm PWM Fan | Heatsink with Aluminium Core | EBR Bearing | For Intel LGA775, LGA115x, LGA1200 | AK-CC7122EP01","cpu-cooler Intel Mini-ITX cooler | TDP 35W | 26mm Low Profile CPU Cooler | 75mm PWM Fan | Heatsink with Aluminium Core | EBR Bearing | For Intel LGA775, LGA115x, LGA1200 | AK-CC7122EP01 Akasa Aluminium Intel Mini-ITX cooler | TDP 35W | 26mm Low Profile CPU Cooler | 75mm PWM Fan | Heatsink with Aluminium Core | EBR Bearing | For Intel LGA775, LGA115x, LGA1200 | AK-CC7122EP01","Akasa Aluminium Intel Mini-ITX cooler | TDP 35W | 26mm Low Profile CPU Cooler | 75mm PWM Fan | Heatsink with Aluminium Core | EBR Bearing | For Intel LGA775, LGA115x, LGA1200 | AK-CC7122EP01 ",CPU Cooler
cpu-cooler,,"Thermal Paste, 11g with Toolkit CPU Paste Thermal Compound Paste Heatsink for IC/Processor/CPU/All Coolers, Carbon Based High Performance","cpu-cooler Thermal Paste, 11g with Toolkit CPU Paste Thermal Compound Paste Heatsink for IC/Processor/CPU/All Coolers, Carbon Based High Performance Thermal Paste, 11g with Toolkit CPU Paste Thermal Compound Paste Heatsink for IC/Processor/CPU/All Coolers, Carbon Based High Performance","Thermal Paste, 11g with Toolkit CPU Paste Thermal Compound Paste Heatsink for IC/Processor/CPU/All Coolers, Carbon Based High Performance ",CPU Cooler
cpu-cooler,ASUS,"ROG Ryujin III 360 All-in-one Liquid CPU Cooler with 360mm Radiator. Asetek 8th gen Pump, 3X Noctua industrialPPC 120mm Fans, 3.5” Color LCD","cpu-cooler ASUS ROG Ryujin III 360 All-in-one Liquid CPU Cooler with 360mm Radiator. Asetek 8th gen Pump, 3X Noctua industrialPPC 120mm Fans, 3.5” Color LCD ASUS ROG Ryujin III 360 All-in-one Liquid CPU Cooler with 360mm Radiator. Asetek 8th gen Pump, 3X Noctua industrialPPC 120mm Fans, 3.5” Color LCD","ASUS ROG Ryujin III 360 All-in-one Liquid CPU Cooler with 360mm Radiator. Asetek 8th gen Pump, 3X Noctua industrialPPC 120mm Fans, 3.5” Color LCD ",CPU Cooler
cpu-cooler,,FUMA3 SCFM-3000 CPU Cooler 2023,cpu-cooler FUMA3 SCFM-3000 CPU Cooler 2023 FUMA3 SCFM-3000 CPU Cooler 2023,"FUMA3 SCFM-3000 CPU Cooler
2023",CPU Cooler
